BatchNo,Temperature
2019-08-23,100.3333333333
2019-08-23,105.3333333333
2019-08-23,103.17857142860001
2019-08-23,104.14814814809999
2019-08-23,104.4814814815
2019-08-23,106.68421052629999
2019-08-23,99.9642857143
2019-08-23,97.7857142857
2019-08-23,103.0
2019-08-23,105.10714285709999
2019-08-23,102.14814814809999
2019-08-23,105.92857142860001
2019-08-23,105.62962962959999
2019-08-23,106.037037037
2019-08-23,106.5
2019-08-23,106.14814814809999
2019-08-23,106.0
2019-08-23,108.8148148148
2019-08-23,109.0
2019-08-23,111.0
2019-08-23,111.74074074069999
2019-08-23,105.35714285709999
2019-08-23,113.60714285709999
2019-08-23,110.37037037040001
2019-08-23,106.3333333333
2019-08-23,98.7894736842
2019-08-23,103.3913043478
2019-08-23,104.22222222219999
2019-08-23,111.962962963
2019-08-23,115.17857142860001
2019-08-23,114.3333333333
2019-08-23,111.0357142857
2019-08-23,110.0
2019-08-23,108.2857142857
2019-08-23,103.92857142860001
2019-08-23,103.0
2019-08-23,108.07142857139999
2019-08-23,111.07142857139999
2019-08-23,108.0
2019-08-23,104.0
2019-08-23,108.3529411765
2019-08-23,93.0
2019-08-23,97.1851851852
2019-08-23,112.2142857143
